location,weekday,hour,Present,unoccupied_rate
"-37.81253584741609, 144.9594489033752",Monday,3,1.0,0.0
"-37.812540032912196, 144.97086191240862",Sunday,13,0.0,1.0
"-37.81254383937672, 144.97283285297698",Sunday,12,0.0,1.0
"-37.81254443291941, 144.95745637063015",Sunday,9,0.0,1.0
"-37.812550545044445, 144.97371553755048",Sunday,13,0.0,1.0
"-37.81255718984305, 144.9595844253466",Sunday,13,1.0,0.0
"-37.81256160584434, 144.97277211752333",Sunday,12,1.0,0.0
"-37.81256887060002, 144.95737195796855",Sunday,13,0.0,1.0
"-37.81257027579838, 144.9830656005944",Sunday,11,0.0,1.0
"-37.81258048909115, 144.95959504877584",Sunday,1,0.0,1.0
"-37.81258515924318, 144.95947090966894",Wednesday,21,0.0,1.0
"-37.81258791559216, 144.9685717748178",Sunday,13,1.0,0.0
"-37.812587931836994, 144.957306255361",Sunday,13,0.0,1.0
"-37.81258867646636, 144.96116399031894",Sunday,13,0.0,1.0
"-37.81259081465073, 144.97088533850928",Sunday,13,0.0,1.0
"-37.812594082295504, 144.96250486316757",Sunday,13,1.0,0.0
"-37.81260578240534, 144.97374055073328",Sunday,13,0.0,1.0
"-37.81260578300345, 144.96851113908832",Sunday,10,1.0,0.0
"-37.81260649837752, 144.95724229884294",Sunday,12,0.0,1.0
"-37.812609795753716, 144.93643568442775",Sunday,11,1.0,0.0
"-37.812610857870155, 144.96117435538116",Sunday,12,1.0,0.0
"-37.8126245996564, 144.96844726345032",Sunday,13,1.0,0.0
"-37.812636087207736, 144.9594936414532",Monday,2,1.0,0.0
"-37.8126383544846, 144.9535628565763",Sunday,13,0.0,1.0
"-37.81264334630859, 144.968383385658",Sunday,12,1.0,0.0
"-37.81264662224933, 144.96252900900953",Sunday,12,0.0,1.0
"-37.81264916878783, 144.97091226679726",Sunday,12,0.0,1.0
"-37.812656493420086, 144.936463956171",Sunday,13,0.0,1.0
"-37.81265649519399, 144.95349866861588",Sunday,12,1.0,0.0
"-37.81265866353571, 144.97376409324755",Sunday,13,0.0,1.0
"-37.81266848936166, 144.9402687319058",Sunday,8,1.0,0.0
"-37.81267461908529, 144.95343447047443",Sunday,12,0.0,1.0
"-37.81268261039757, 144.96233674305154",Thursday,1,0.0,1.0
"-37.81268700721902, 144.95951651382325",Monday,3,1.0,0.0
"-37.812688235954425, 144.97353028528548",Sunday,12,0.0,1.0
"-37.81269869482525, 144.96255296030284",Sunday,11,0.0,1.0
"-37.81270519385639, 144.97378582031484",Sunday,13,0.0,1.0
"-37.81270754880617, 144.97093919772306",Sunday,11,0.0,1.0
"-37.81270846847291, 144.93649542397023",Sunday,13,0.0,1.0
"-37.81272145577907, 144.98304026861962",Sunday,11,0.0,1.0
"-37.8127273292411, 144.95416523391526",Sunday,12,1.0,0.0
"-37.812728652423644, 144.96068369987339",Sunday,13,0.0,1.0
"-37.81273085753364, 144.96235890366904",Sunday,11,1.0,0.0
"-37.81273759258164, 144.9735524921705",Sunday,12,1.0,0.0
"-37.812737629446495, 144.97217052589957",Sunday,10,0.0,1.0
"-37.81273813458455, 144.94008473692233",Sunday,12,0.0,1.0
"-37.81274010605225, 144.95954033700758",Wednesday,21,1.0,0.0
"-37.812745913285035, 144.96062414113032",Sunday,13,0.0,1.0
"-37.81274639126251, 144.96455394093988",Sunday,13,1.0,0.0
"-37.812751207277245, 144.96069414831322",Sunday,12,0.0,1.0
"-37.81275142099511, 144.96257714313825",Sunday,13,1.0,0.0
"-37.81275831372052, 144.9709626158803",Sunday,13,0.0,1.0
"-37.81276044533954, 144.9365268912452",Sunday,12,0.0,1.0
"-37.81276050620322, 144.9400258211169",Sunday,12,0.0,1.0
"-37.81276100620035, 144.97209067275935",Sunday,10,0.0,1.0
"-37.81276759897656, 144.96448209633098",Sunday,13,0.0,1.0
"-37.81276861121049, 144.96063455358887",Sunday,13,1.0,0.0
"-37.812773118326504, 144.98303152995115",Sunday,10,0.0,1.0
"-37.81277324929651, 144.96053110931342",Sunday,13,0.0,1.0
"-37.81278151241321, 144.9541904755258",Sunday,12,1.0,0.0
"-37.81278168256417, 144.96238231051336",Sunday,13,0.0,1.0
"-37.8127837727216, 144.9399643372807",Sunday,12,0.0,1.0
"-37.81278606165315, 144.97357479977728",Sunday,11,0.0,1.0
"-37.812791033230766, 144.9604693242385",Sunday,12,0.0,1.0
"-37.812795450438585, 144.96054161978464",Sunday,8,1.0,0.0
"-37.81280256275539, 144.97194862892616",Sunday,13,0.0,1.0
"-37.8128034114651, 144.96260106022964",Sunday,12,0.0,1.0
"-37.81280696343559, 144.97098505885344",Sunday,13,0.0,1.0
"-37.81280728602657, 144.95395122511678",Sunday,11,1.0,0.0
"-37.812808167284715, 144.9604105310459",Sunday,13,0.0,1.0
"-37.81281242258925, 144.93655835967394",Sunday,10,1.0,0.0
"-37.81281349909273, 144.96047970981073",Sunday,13,0.0,1.0
"-37.812815052153624, 144.96432167539115",Sunday,13,0.0,1.0
"-37.81281610038995, 144.94049356578773",Sunday,5,1.0,0.0
"-37.81282049175118, 144.9718874027827",Sunday,10,0.0,1.0
"-37.81282309437222, 144.9607417489296",Sunday,13,0.0,1.0
"-37.81282437251139, 144.98302293872766",Sunday,7,0.0,1.0
"-37.812830482903976, 144.9604211485876",Sunday,12,1.0,0.0
"-37.8128316126089, 144.95421383234896",Sunday,12,1.0,0.0
"-37.81283245261398, 144.9624057011988",Sunday,12,0.0,1.0
"-37.81283520704599, 144.96425294976993",Sunday,12,1.0,0.0
"-37.812841201958975, 144.9566041325585",Sunday,11,1.0,0.0
"-37.81284151466433, 144.96067792999156",Sunday,12,0.0,1.0
"-37.812851171184576, 144.96766091552885",Sunday,10,1.0,0.0
"-37.812854213077486, 144.9626243940913",Sunday,13,0.0,1.0
"-37.81285558397169, 144.9602474653378",Sunday,13,0.0,1.0
"-37.81285708892992, 144.96417845739566",Sunday,13,0.0,1.0
"-37.81285802612559, 144.95397486293464",Sunday,8,1.0,0.0
"-37.81285903006438, 144.95653978478657",Sunday,13,1.0,0.0
"-37.81286309097017, 144.9606030839106",Sunday,13,0.0,1.0
"-37.81286579630847, 144.94052225278367",Sunday,11,0.0,1.0
"-37.812867058436915, 144.93659039453667",Sunday,11,0.0,1.0
"-37.81286923126099, 144.97172047337548",Sunday,10,0.0,1.0
"-37.81287651913308, 144.9830141737039",Sunday,11,0.0,1.0
"-37.812877010768986, 144.95647552514245",Sunday,12,0.0,1.0
"-37.81287812101459, 144.96025785326407",Sunday,12,0.0,1.0
"-37.81287882876853, 144.96016762991417",Sunday,11,1.0,0.0
"-37.81287896392247, 144.96410391459045",Sunday,12,1.0,0.0
"-37.81288172779094, 144.9542372010444",Sunday,11,1.0,0.0
"-37.81288318547357, 144.96242908195768",Sunday,12,0.0,1.0
"-37.81288436256271, 144.96053120913592",Sunday,12,0.0,1.0
"-37.81288751437722, 144.97165817666922",Friday,15,1.0,0.0
"-37.812897706090766, 144.96404000230802",Sunday,12,0.0,1.0
"-37.812901383140584, 144.96017808239003",Sunday,12,0.0,1.0
"-37.81290627129786, 144.97159428137397",Sunday,12,1.0,0.0
"-37.81290728670532, 144.95399781103544",Sunday,13,0.0,1.0
"-37.81290860198662, 144.96044723135256",Sunday,11,0.0,1.0
"-37.81290917979874, 144.96746268435092",Sunday,12,1.0,0.0
"-37.81291378884782, 144.94055147494873",Sunday,12,0.0,1.0
"-37.81291722130064, 144.97363172918602",Sunday,13,0.0,1.0
"-37.812919869542895, 144.93662218231873",Sunday,11,0.0,1.0
"-37.81292952528717, 144.98300526940065",Sunday,3,1.0,0.0
"-37.812932272699, 144.95426075965474",Sunday,13,0.0,1.0
"-37.812934000783684, 144.96245238315606",Sunday,13,0.0,1.0
"-37.812936871165434, 144.95626361898448",Sunday,13,1.0,0.0
"-37.81295351654811, 144.95620492574668",Sunday,13,1.0,0.0
"-37.81295734679007, 144.95402114690148",Sunday,12,0.0,1.0
"-37.8129583405137, 144.96027744789092",Sunday,12,0.0,1.0
"-37.8129609725423, 144.94058022988747",Sunday,11,0.0,1.0
"-37.812964836768174, 144.97365327352892",Sunday,13,1.0,0.0
"-37.81297026865764, 144.95614615923884",Sunday,13,1.0,0.0
"-37.81297394325623, 144.95187429713673",Sunday,12,1.0,0.0
"-37.812975533761346, 144.9559499301654",Sunday,12,1.0,0.0
"-37.812981340802864, 144.98299655677704",Sunday,8,0.0,1.0
"-37.812982263201675, 144.96247452105328",Sunday,13,1.0,0.0
"-37.812982959667174, 144.95428429383023",Sunday,12,1.0,0.0
"-37.812992343015026, 144.9558911766383",Sunday,12,1.0,0.0
"-37.81299313214295, 144.95180691803887",Sunday,10,0.0,1.0
"-37.813003245466476, 144.9636755237502",Sunday,13,1.0,0.0
"-37.81300650474007, 144.9675879095477",Tuesday,3,0.0,1.0
"-37.813010689921775, 144.95582707006406",Sunday,13,1.0,0.0
"-37.81301135365827, 144.9406106906834",Sunday,11,0.0,1.0
"-37.81302149849634, 144.967181727001",Sunday,13,0.0,1.0
"-37.81302476027379, 144.96360245218452",Sunday,12,0.0,1.0
"-37.81302595562978, 144.967521420346",Tuesday,2,0.0,1.0
"-37.81302718644266, 144.95936110148733",Monday,9,0.0,1.0
"-37.813027240435176, 144.9736804716792",Sunday,9,0.0,1.0
"-37.81302789935443, 144.95594370941444",Sunday,12,1.0,0.0
"-37.81303274027711, 144.98298791063402",Sunday,8,0.0,1.0
"-37.81303368849585, 144.95430777285787",Sunday,13,0.0,1.0
"-37.813040286208015, 144.9671178334175",Sunday,12,0.0,1.0
"-37.813045401578954, 144.95588224902446",Sunday,13,1.0,0.0
"-37.81304581913433, 144.9592970003465",Monday,9,0.0,1.0
"-37.813046053715205, 144.96745269047844",Wednesday,6,0.0,1.0
"-37.813046773321524, 144.96352767863075",Sunday,13,0.0,1.0
"-37.813055546862586, 144.93671380204069",Sunday,13,0.0,1.0
"-37.813059073903574, 144.96705394098714",Sunday,12,0.0,1.0
"-37.813062574527805, 144.94064145202975",Sunday,13,0.0,1.0
"-37.81306290602367, 144.95582076865196",Sunday,13,1.0,0.0
"-37.8130652946148, 144.95923177270038",Monday,9,1.0,0.0
"-37.8130661522097, 144.96738396057447",Tuesday,1,0.0,1.0
"-37.81306881953495, 144.9634527950977",Sunday,12,0.0,1.0
"-37.813074676599754, 144.9737023329154",Sunday,12,0.0,1.0
"-37.81307817390757, 144.9669889829218",Sunday,12,1.0,0.0
"-37.813084401659935, 144.98297926102595",Sunday,10,0.0,1.0
"-37.813084415600954, 144.95433133187694",Sunday,13,1.0,0.0
"-37.81308470590268, 144.95951158908997",Monday,8,0.0,1.0
"-37.81308624975232, 144.96731523005406",Tuesday,4,1.0,0.0
"-37.813089007798425, 144.96338423746914",Sunday,13,0.0,1.0
"-37.81308979699219, 144.95914599008512",Monday,7,0.0,1.0
"-37.81309344432242, 144.9594816718423",Monday,8,1.0,0.0
"-37.81309727475635, 144.96692402484877",Saturday,15,1.0,0.0
"-37.813101635744424, 144.95945362744533",Monday,7,1.0,0.0
"-37.813104291670655, 144.93674327010285",Sunday,13,0.0,1.0
"-37.81310634815438, 144.9672464995096",Monday,5,0.0,1.0
"-37.813108026939545, 144.96331982269274",Sunday,11,1.0,0.0
"-37.81310895819109, 144.9590802847536",Monday,5,0.0,1.0
"-37.81311169162248, 144.9424227882005",Sunday,13,0.0,1.0
"-37.81311452447977, 144.94067298901103",Sunday,10,0.0,1.0
"-37.81311606144284, 144.9668601322978",Saturday,18,1.0,0.0
"-37.81312274951321, 144.97372448375557",Sunday,10,0.0,1.0
"-37.813126917055136, 144.95936632886213",Monday,7,0.0,1.0
"-37.813128254688216, 144.95901420809963",Monday,7,0.0,1.0
"-37.813134438674666, 144.97067212855254",Tuesday,0,0.0,1.0
"-37.813134832741156, 144.94236122619014",Sunday,12,0.0,1.0
"-37.813134848994366, 144.96679623973978",Sunday,12,1.0,0.0
"-37.813135120137346, 144.9543550292893",Sunday,13,0.0,1.0
"-37.81313518040935, 144.95556735990664",Sunday,5,1.0,0.0
"-37.813135638415574, 144.9593364688236",Monday,7,1.0,0.0
"-37.813136067545116, 144.9829703911222",Sunday,11,0.0,1.0
"-37.81313654299781, 144.96812582653453",Sunday,12,0.0,1.0
"-37.813144333027964, 144.95930670384632",Monday,9,1.0,0.0
"-37.813150856274035, 144.96255197840384",Tuesday,12,0.0,1.0
"-37.813151726499726, 144.95550910703662",Sunday,12,1.0,0.0
"-37.813153033720134, 144.93677276581576",Sunday,11,1.0,0.0
"-37.813153083726775, 144.95927674360513",Monday,9,1.0,0.0
"-37.813153635609424, 144.9667323471255",Sunday,13,1.0,0.0
"-37.813154832998556, 144.97060288748185",Sunday,11,1.0,0.0
"-37.81315800343762, 144.94229966184616",Sunday,10,0.0,1.0
"-37.81316183570986, 144.95924678049406",Monday,7,1.0,0.0
"-37.81316280193611, 144.9552938589732",Sunday,12,1.0,0.0
"-37.813167352950984, 144.9407054984012",Sunday,11,0.0,1.0
"-37.813167907018794, 144.96703581279206",Thursday,3,0.0,1.0
"-37.813169982778604, 144.95544500296842",Sunday,13,1.0,0.0
"-37.813170587704754, 144.95921681680875",Monday,8,1.0,0.0
"-37.813172423089526, 144.9666684545042",Sunday,12,1.0,0.0
"-37.81317358128244, 144.97053897697958",Sunday,12,1.0,0.0
"-37.81317933967216, 144.95918685368446",Monday,9,1.0,0.0
"-37.81318157593854, 144.94223839128688",Sunday,11,1.0,0.0
"-37.81318241643244, 144.95437718209934",Sunday,13,0.0,1.0
"-37.81318253726458, 144.95522437884654",Sunday,12,1.0,0.0
"-37.813188012095566, 144.95915716252705",Monday,8,0.0,1.0
"-37.81318814136763, 144.9829615384658",Sunday,7,0.0,1.0
"-37.81318851892835, 144.95537979114368",Sunday,11,1.0,0.0
"-37.81319042136519, 144.9588003813769",Monday,9,0.0,1.0
"-37.813191196905024, 144.9666045618266",Sunday,12,0.0,1.0
"-37.81319239221083, 144.9704750954116",Thursday,22,1.0,0.0
"-37.81319676404733, 144.95912719882205",Monday,8,1.0,0.0
"-37.81320227021031, 144.95515486316555",Sunday,9,1.0,0.0
"-37.81320477024501, 144.96828258253169",Sunday,13,1.0,0.0
"-37.813205028322514, 144.9421770792953",Sunday,12,0.0,1.0
"-37.81320551599129, 144.95909723511036",Monday,8,1.0,0.0
"-37.813207078667304, 144.9553145722814",Sunday,12,1.0,0.0
"-37.81320766564029, 144.95874115957292",Monday,8,0.0,1.0
"-37.813214267486856, 144.95906727195987",Monday,7,0.0,1.0
"-37.81321970698011, 144.94073728837014",Sunday,7,1.0,0.0
"-37.81321977572493, 144.9600086484636",Sunday,13,1.0,0.0
"-37.81322200356425, 144.95508534746256",Sunday,13,1.0,0.0
"-37.813223019875345, 144.9590373088151",Monday,8,1.0,0.0
"-37.81322561474281, 144.95524936628024",Sunday,12,1.0,0.0
"-37.81322788639255, 144.96829312030158",Sunday,12,1.0,0.0
"-37.81322859937619, 144.94211577081893",Sunday,13,0.0,1.0
"-37.81323171223683, 144.9590075483389",Monday,9,1.0,0.0
"-37.81323915515529, 144.98295281778047",Sunday,10,0.0,1.0
"-37.81324046414947, 144.95897758460092",Monday,8,1.0,0.0
"-37.81324417394733, 144.95518414951619",Sunday,13,1.0,0.0
"-37.81324922499055, 144.95894759050816",Monday,7,0.0,1.0
"-37.81325032534858, 144.9683033907497",Sunday,13,0.0,1.0
"-37.81325166952611, 144.97119049755653",Sunday,12,0.0,1.0
"-37.81325187269492, 144.94205417285642",Sunday,13,0.0,1.0
"-37.81326272176674, 144.955118941283",Sunday,12,1.0,0.0
"-37.81326599179952, 144.9392517783583",Sunday,10,1.0,0.0
"-37.813270555846785, 144.96003182896388",Sunday,12,0.0,1.0
"-37.81327220575271, 144.94076869835573",Sunday,11,0.0,1.0
"-37.813272765224156, 144.96831366008084",Sunday,13,1.0,0.0
"-37.81327536546101, 144.94199296361913",Sunday,11,0.0,1.0
"-37.81327695104594, 144.95885266405645",Monday,9,0.0,1.0
"-37.8132769911646, 144.9548920632873",Sunday,10,0.0,1.0
"-37.813279618467504, 144.95505961989613",Sunday,9,1.0,0.0
"-37.81328027993138, 144.95849224716972",Monday,8,0.0,1.0
"-37.81328560892619, 144.95882302206962",Monday,7,0.0,1.0
"-37.81329045746279, 144.98294407277865",Sunday,7,0.0,1.0
"-37.81329424297533, 144.9587934619512",Monday,9,1.0,0.0
"-37.81329520417861, 144.9683239299734",Sunday,13,0.0,1.0
"-37.81329741425104, 144.95482100789945",Sunday,6,0.0,1.0
"-37.81329898066727, 144.95842831589596",Monday,4,1.0,0.0
"-37.81330288381933, 144.95876387835244",Monday,8,0.0,1.0
"-37.813306662658555, 144.97121586356644",Sunday,13,1.0,0.0
"-37.813311556984594, 144.95873418423957",Monday,8,1.0,0.0
"-37.81331527110336, 144.93928156838024",Sunday,9,1.0,0.0
"-37.81331767384614, 144.96833410288292",Sunday,13,1.0,0.0
"-37.813317682238676, 144.95836438291389",Monday,4,0.0,1.0
"-37.813319994155535, 144.9549183985641",Sunday,9,1.0,0.0
"-37.813320247143366, 144.9587044311516",Monday,6,0.0,1.0
"-37.813321360003556, 144.9600550260132",Sunday,10,0.0,1.0
"-37.813323494283814, 144.9547298672462",Sunday,6,1.0,0.0
"-37.813323902840146, 144.94079957685634",Sunday,5,1.0,0.0
"-37.81332963316226, 144.95867229615575",Monday,5,1.0,0.0
"-37.81333638334371, 144.95830036989398",Monday,6,0.0,1.0
"-37.813339019172425, 144.95864016115172",Monday,8,0.0,1.0
"-37.81334131863632, 144.95484532479395",Sunday,6,1.0,0.0
"-37.81334208139449, 144.98293524051115",Sunday,8,0.0,1.0
"-37.813343494316825, 144.95465973198603",Saturday,23,0.0,1.0
"-37.81334840559413, 144.95860802442525",Monday,8,0.0,1.0
"-37.81335468962813, 144.95823713898977",Monday,3,0.0,1.0
"-37.81335985566005, 144.95478192988605",Saturday,4,0.0,1.0
"-37.813361220798626, 144.96835416684405",Sunday,11,1.0,0.0
"-37.813364550400415, 144.93931135842863",Sunday,9,1.0,0.0
"-37.813369731195095, 144.96007705373032",Sunday,12,0.0,1.0
"-37.81337280650673, 144.95817383879444",Monday,4,0.0,1.0
"-37.81337655481154, 144.94083161643653",Sunday,11,0.0,1.0
"-37.81337774058336, 144.9547207103931",Monday,3,0.0,1.0
"-37.813379476509326, 144.9599541841302",Saturday,13,0.0,1.0
"-37.81338463077226, 144.96836478187475",Sunday,11,0.0,1.0
"-37.813394059847525, 144.98292636162552",Sunday,11,0.0,1.0
"-37.81339527132031, 144.95844687222694",Monday,7,0.0,1.0
"-37.81339711554628, 144.9392125443744",Sunday,3,1.0,0.0
"-37.81340396310752, 144.9584171133497",Monday,5,0.0,1.0
"-37.813404427503556, 144.95996538116052",Sunday,11,0.0,1.0
"-37.81340749303787, 144.96837524577256",Sunday,13,0.0,1.0
"-37.81341256173804, 144.95838767338887",Monday,6,0.0,1.0
"-37.8134213075179, 144.9583577289901",Monday,6,0.0,1.0
"-37.81342881863528, 144.95997691122085",Sunday,11,1.0,0.0
"-37.81343025022676, 144.95832711066356",Monday,8,0.0,1.0
"-37.81343206116386, 144.96838644867847",Sunday,11,1.0,0.0
"-37.813438849284566, 144.95829767123845",Monday,6,0.0,1.0
"-37.813445522263606, 144.97111070499417",Sunday,13,0.0,1.0
"-37.81344584496112, 144.9392419546055",Sunday,13,1.0,0.0
"-37.81344618156171, 144.98291748624297",Sunday,12,1.0,0.0
"-37.813447522749726, 144.9582679741734",Monday,6,0.0,1.0
"-37.81345367784088, 144.95998830553933",Sunday,11,0.0,1.0
"-37.813456392702975, 144.95823760546324",Tuesday,1,0.0,1.0
"-37.81346065333692, 144.93937027942778",Sunday,13,0.0,1.0
"-37.81346533795393, 144.95820697965536",Monday,7,0.0,1.0
"-37.81347412665417, 144.9581768886335",Thursday,1,0.0,1.0
"-37.81348273202524, 144.95814742513443",Monday,6,0.0,1.0
"-37.81348501062016, 144.9684113895476",Sunday,13,0.0,1.0
"-37.813491215768735, 144.95811837961972",Monday,7,0.0,1.0
"-37.8134969966321, 144.960135162915",Sunday,13,0.0,1.0
"-37.813498040492945, 144.9829085647484",Sunday,7,0.0,1.0
"-37.813499880271024, 144.95808871514726",Monday,6,0.0,1.0
"-37.81350134783469, 144.96001037293254",Sunday,11,0.0,1.0
"-37.8135038414477, 144.97113785862933",Sunday,11,0.0,1.0
"-37.81350740460786, 144.96842159734933",Sunday,13,1.0,0.0
"-37.81350864172105, 144.95805871741527",Monday,7,0.0,1.0
"-37.813509381874255, 144.93939985108887",Sunday,13,1.0,0.0
"-37.813517379359894, 144.95802880213256",Monday,7,0.0,1.0
"-37.81352282580056, 144.96002025329398",Sunday,12,0.0,1.0
"-37.81352602169963, 144.95799921207333",Monday,6,0.0,1.0
"-37.81353111706288, 144.96843244981244",Sunday,13,1.0,0.0
"-37.81353464660003, 144.95796968212494",Monday,6,0.0,1.0
"-37.81354274368513, 144.96015603675647",Sunday,12,0.0,1.0
"-37.81354328723129, 144.95794009834714",Monday,6,0.0,1.0
"-37.81354416575893, 144.96003016181191",Sunday,11,0.0,1.0
"-37.81355037516863, 144.9828996892762",Sunday,10,0.0,1.0
"-37.813551896789136, 144.95791062049295",Monday,8,1.0,0.0
"-37.81355383064921, 144.96844271755066",Sunday,13,1.0,0.0
"-37.81355835852405, 144.97116325664155",Sunday,13,0.0,1.0
"-37.81355986032554, 144.95455297802664",Sunday,12,1.0,0.0
"-37.81356081132763, 144.95788009767767",Monday,6,0.0,1.0
"-37.81356566626981, 144.96003998178455",Sunday,11,1.0,0.0
"-37.813569547637705, 144.9578501880945",Monday,8,1.0,0.0
"-37.81358460771658, 144.97276665909857",Sunday,12,1.0,0.0
"-37.81359602693607, 144.94181952287022",Sunday,12,0.0,1.0
"-37.81360109380566, 144.982890995505",Sunday,8,0.0,1.0
"-37.81360118807328, 144.968463917686",Sunday,11,1.0,0.0
"-37.81360543140286, 144.96018465655163",Sunday,12,0.0,1.0
"-37.813606566039525, 144.97269212346686",Sunday,13,0.0,1.0
"-37.813608282893725, 144.95457531697951",Sunday,2,1.0,0.0
"-37.813609073228754, 144.97118684925354",Sunday,12,0.0,1.0
"-37.81361327039055, 144.96006203950026",Sunday,11,0.0,1.0
"-37.813613911074796, 144.9713575687406",Sunday,10,1.0,0.0
"-37.81362014660411, 144.95993727927373",Sunday,10,0.0,1.0
"-37.81362355924437, 144.96847414382043",Sunday,13,0.0,1.0
"-37.81362523089549, 144.9690102149233",Sunday,11,0.0,1.0
"-37.81362622337333, 144.93935141738922",Sunday,12,1.0,0.0
"-37.81362705094156, 144.97262292277279",Sunday,12,1.0,0.0
"-37.81362990096865, 144.94187183007364",Sunday,13,0.0,1.0
"-37.81363697702105, 144.96007297767633",Friday,12,0.0,1.0
"-37.813641144701464, 144.9691289769056",Sunday,13,0.0,1.0
"-37.813643981333755, 144.9689462695072",Sunday,12,0.0,1.0
"-37.813645541093216, 144.96848423441904",Sunday,12,0.0,1.0
"-37.81364578351344, 144.97255905337184",Sunday,11,1.0,0.0
"-37.81365181381193, 144.98288233192096",Sunday,10,0.0,1.0
"-37.81365927015733, 144.95459882213538",Sunday,13,0.0,1.0
"-37.81365978793906, 144.9712104418848",Sunday,12,0.0,1.0
"-37.81365980142846, 144.9600835219219",Sunday,11,0.0,1.0
"-37.8136598375073, 144.96906482232941",Sunday,10,1.0,0.0
"-37.81366170756083, 144.97137962133522",Sunday,12,0.0,1.0
"-37.81366408671927, 144.94192461336334",Sunday,11,0.0,1.0
"-37.81366461062718, 144.97249517994058",Sunday,12,0.0,1.0
"-37.81367497276315, 144.95996237158596",Sunday,11,0.0,1.0
"-37.81367830200414, 144.95435473399652",Tuesday,21,0.0,1.0
"-37.81367850953133, 144.9690010590787",Sunday,11,0.0,1.0
"-37.8136826688127, 144.96009418560365",Sunday,11,0.0,1.0
"-37.813683449592375, 144.97243136086541",Sunday,11,0.0,1.0
"-37.813695652879844, 144.9419727655399",Sunday,10,1.0,0.0
"-37.81369645832241, 144.9689400643884",Sunday,7,1.0,0.0
"-37.81370224973713, 144.97236739462636",Sunday,11,0.0,1.0
"-37.813702305712596, 144.93951655864066",Sunday,5,0.0,1.0
"-37.81370642544597, 144.96010492990618",Sunday,11,0.0,1.0
"-37.8137095093117, 144.9714016807551",Sunday,11,0.0,1.0
"-37.813729014715705, 144.95437806451176",Sunday,9,1.0,0.0
"-37.81372902783631, 144.97227583720053",Sunday,13,0.0,1.0
"-37.813747716292895, 144.97221188360052",Sunday,11,0.0,1.0
"-37.81375494723994, 144.96012743587585",Sunday,12,0.0,1.0
"-37.81376059419755, 144.95464575261047",Sunday,13,0.0,1.0
"-37.81376197296319, 144.94020842149936",Sunday,13,0.0,1.0
"-37.81376643090401, 144.9721479450268",Sunday,12,0.0,1.0
"-37.81377844110391, 144.9601382741797",Sunday,11,0.0,1.0
"-37.81377979278942, 144.9544014382596",Sunday,13,0.0,1.0
"-37.81378517411707, 144.97208397025094",Sunday,12,0.0,1.0
"-37.813785369878, 144.94014689679244",Sunday,13,0.0,1.0
"-37.81380175104609, 144.9725807720974",Sunday,12,0.0,1.0
"-37.813811150462705, 144.95466936048354",Sunday,13,0.0,1.0
"-37.81381359654105, 144.94007461187073",Sunday,13,0.0,1.0
"-37.81382164650383, 144.97251252259366",Sunday,12,0.0,1.0
"-37.81382423563896, 144.96015936545342",Sunday,11,0.0,1.0
"-37.813827068379794, 144.97408761367018",Sunday,12,0.0,1.0
"-37.81383752676466, 144.94001000803172",Sunday,10,1.0,0.0
"-37.813838329351434, 144.97777011422983",Sunday,13,0.0,1.0
"-37.81383964427967, 144.97245074425973",Sunday,13,0.0,1.0
"-37.813842991341765, 144.94112476903723",Sunday,9,1.0,0.0
"-37.81384760004092, 144.96017014817437",Sunday,10,0.0,1.0
"-37.81384932123389, 144.95443349398442",Sunday,13,0.0,1.0
"-37.81385309104087, 144.95649940302036",Monday,6,0.0,1.0
"-37.81385829188493, 144.97238678982364",Sunday,12,0.0,1.0
"-37.813858907266834, 144.954691700414",Sunday,13,1.0,0.0
"-37.81386416889971, 144.95680273045394",Monday,8,1.0,0.0
"-37.813870034237034, 144.95644063354538",Monday,8,1.0,0.0
"-37.813872406023464, 144.95677300369044",Monday,8,1.0,0.0
"-37.81387693814239, 144.97232283418379",Sunday,13,0.0,1.0
"-37.813880982204026, 144.9567422061005",Monday,8,1.0,0.0
"-37.81388268742067, 144.97411356824355",Sunday,13,0.0,1.0
"-37.81388827649823, 144.95637647278778",Monday,8,1.0,0.0
"-37.813889614282516, 144.94115318163546",Sunday,13,0.0,1.0
"-37.813890136730286, 144.97776148278598",Sunday,8,0.0,1.0
"-37.81389692388056, 144.9722545565113",Sunday,13,1.0,0.0
"-37.81390300308518, 144.9544584045147",Sunday,10,1.0,0.0
"-37.81390643770177, 144.95631246599748",Monday,9,0.0,1.0
"-37.81390925934811, 144.96873118901527",Sunday,13,0.0,1.0
"-37.81391238953587, 144.95663058121823",Monday,9,0.0,1.0
"-37.8139204605355, 144.9566026856169",Monday,8,1.0,0.0
"-37.81392251865462, 144.97216783478518",Sunday,6,1.0,0.0
"-37.81392473675294, 144.95624829743952",Monday,5,0.0,1.0
"-37.81392917545562, 144.95657209636693",Monday,9,0.0,1.0
"-37.81393430955272, 144.9741384033004",Sunday,10,0.0,1.0
"-37.81393596620553, 144.95750244564618",Sunday,23,0.0,1.0
"-37.813937871046825, 144.9565416181002",Monday,8,1.0,0.0
"-37.81393823168594, 144.94118288841491",Sunday,13,0.0,1.0
"-37.81394066247344, 144.97210657633434",Sunday,3,1.0,0.0
"-37.8139419342189, 144.97775285259883",Sunday,13,0.0,1.0
"-37.81394278624609, 144.95618418330082",Monday,8,1.0,0.0
